"asin","genre","sum_q","sum_q1","mean_e1","mean_gamma1","mean_alpha1","mean_p","mean_lR","mean_lRhat","mean_R","mean_Rhat","mean_sigma","mean_avgR","max_DNYT","max_DOTH","max_DUSAT","mean_lreview","mean_drecommended"
"1438937954","FICTION: Science Fiction",15345810.774737,15345810.774737,0,2.6571752775737,0.168762184541396,26.99,1.56861591339111,1.47413169027404,4.80000019073486,4.37626447663099,0.373274296522141,4.80000019073486,0,0,0,2.99573230743408,0
"1439102813","FICTION: Psychological",1511935.21759723,1511935.21759723,0,2.41181004139321,0.168762184541396,12.31,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.69999980926514,0,0,1,8.68084144592285,0
"1439116881","FICTION: Psychological",4375620.42508394,4375620.42508394,0,2.41181004139321,0.168762184541396,15.08,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.69999980926514,0,0,1,8.68084144592285,0
"1439128316","FICTION: Mystery & Detective",3701603.37249765,3701603.37249765,0,2.3944308136447,0.168762184541396,9.99,1.48160457611084,1.47413169027404,4.40000009536743,4.37626447663099,0.373274296522141,4.40000009536743,0,0,1,5.97888565063477,0
"1439148112","FICTION: Mystery & Detective",2385814.4093699,2385814.4093699,0,2.45556695160977,0.168762184541396,7.99,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.60934055506528,0,0,1,6.45047044754028,0
"143915015X","FICTION: Anthologies ...",7028426.46995986,7028426.46995986,0,2.28815408771104,0.168762184541396,8.99,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4.01550386118334,0,0,0,4.29045963287354,0
"1439167591","FICTION: Mystery & Detective",4930011.94213444,4930011.94213444,0,2.50307879595131,0.168762184541396,9.32,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.56882346377653,0,0,1,5.15329170227051,0
"1439167605","FICTION: Mystery & Detective",3539798.23233507,3539798.23233507,0,2.41222512263003,0.168762184541396,9.99,1.48160457611084,1.47413169027404,4.40000009536743,4.37626447663099,0.373274296522141,4.40000009536743,0,0,1,5.49306154251099,0
"1439170940","FICTION: Family Life",2615790.32990792,2615790.32990792,0,2.47210530720098,0.168762184541396,13.6,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.59999990463257,0,0,1,5.99893665313721,0
"1439171017","FICTION: Family Life",3482490.60703293,3482490.60703293,0,2.47237898599848,0.168762184541396,7.83,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.59999990463257,0,0,1,5.99146461486816,0
"143918271X","BIOGRAPHY & AUTOBIOGRAPHY",622959.94467272,622959.94467272,0,2.19483033383316,0.168762184541396,10.87,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4.06675817809262,0,0,0,6.8384051322937,0
"1439189048","HEALTH & FITNESS",566241.033332113,566241.033332113,0,2.65158978328751,0.168762184541396,23.98,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.64307684898376,1,0,0,1.0986123085022,1
"1439582629","JUVENILE FICTION",6302069.7129732,6302069.7129732,0,2.50476187859013,0.168762184541396,16.95,1.56861591339111,1.47413169027404,4.80000019073486,4.37626447663099,0.373274296522141,4.73779522903322,0,0,1,7.1569561958313,0
"1440247102","COMICS & GRAPHIC NOVELS",7574888.97564452,7574888.97564452,0,2.79866766603791,0.168762184541396,10.64,1.60943794250488,1.47413169027404,5,4.37626447663099,0.373274296522141,5,0,0,0,1.0986123085022,0
"1440334617","DESIGN",2963370.63677719,2963370.63677719,0,2.34611309182669,0.168762184541396,17.67,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4,0,0,0,2.70805025100708,0
"1440353689","LANGUAGE ARTS & DISCIPLINES",2202384.58732999,2202384.58732999,0,2.56182985993523,0.168762184541396,16.76,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.55699994564056,0,0,0,4.58496761322021,0
"1440582858","HOUSE & HOME",727657.717590053,727657.717590053,0,2.37167365164628,0.168762184541396,8.23,1.45861506462097,1.47413169027404,4.30000019073486,4.37626447663099,0.373274296522141,4.30000019073486,0,0,1,5.49306154251099,0
"1440590044","EDUCATION",1304483.3620037,1304483.3620037,0,2.39275869618393,0.168762184541396,9,1.43508446216583,1.47413169027404,4.19999980926514,4.37626447663099,0.373274296522141,4.21781805905429,0,0,1,3.78418970108032,0
"1441325980","JUVENILE FICTION",6001479.32052083,6001479.32052083,0,2.67898785841958,0.168762184541396,11.68,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.67333324750264,0,0,0,1.3862943649292,0
"1442203110","BIOGRAPHY & AUTOBIOGRAPHY",1773195.54411998,1773195.54411998,0,2.62003887757904,0.168762184541396,15.2,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.66216200751227,0,0,1,2.99573230743408,0
"1442253231","BUSINESS & ECONOMICS",2969891.88796963,2969891.88796963,0,2.83890660549293,0.168762184541396,35.74,1.60943794250488,1.47413169027404,5,4.37626447663099,0.373274296522141,5,0,0,0,0,0
"1442265833","HISTORY",5164705.25348505,5164705.25348505,0,2.44530101212224,0.168762184541396,35,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4,0,0,0,0,0
"1442266384","SELF-HELP",6032224.9672905,6032224.9672905,0,2.44530101212224,0.168762184541396,30.04,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4,0,0,0,0,0
"1442267372","PHILOSOPHY",4792071.59726143,4792071.59726143,0,2.44530101212224,0.168762184541396,30,1.3862943649292,1.47413169027404,4,4.37626447663099,0.373274296522141,4,0,0,0,0,0
"1442277947","LITERARY CRITICISM",4246735.09140505,4246735.09140505,0,1.66099376122532,0.168762184541396,32.04,0.993251800537109,1.47413169027404,2.70000004768372,4.37626447663099,0.373274296522141,3.04698793284864,0,0,1,2.4849066734314,0
"1442278161","PERFORMING ARTS",3442836.95758714,3442836.95758714,0,2.28742686522993,0.168762184541396,38,1.36097657680511,1.47413169027404,3.90000009536743,4.37626447663099,0.373274296522141,3.9054945733521,0,0,0,3.09104251861572,0
"1442403500","JUVENILE FICTION",3488782.74665899,3488782.74665899,0,2.57801290464855,0.168762184541396,7.19,1.54756247997284,1.47413169027404,4.69999980926514,4.37626447663099,0.373274296522141,4.69999980926514,0,0,0,4.14313459396362,0
"1442412755","JUVENILE FICTION",5088742.58806773,5088742.58806773,0,2.57249422681687,0.168762184541396,16.19,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.58876396029183,0,0,0,3.25809645652771,0
"1442412763","JUVENILE FICTION",3056558.21596476,3056558.21596476,0,2.57249422681687,0.168762184541396,4.99,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.59021267992385,0,0,0,3.25809645652771,0
"1442416920","JUVENILE FICTION",1256288.24214508,1256288.24214508,0,2.47726985490325,0.168762184541396,22.49,1.52605628967285,1.47413169027404,4.59999990463257,4.37626447663099,0.373274296522141,4.57802190361442,0,0,0,5.85793304443359,0
"1442420049","JUVENILE FICTION",7842613.03001601,7842613.03001601,0,2.18706686963379,0.168762184541396,16.22,1.30833280086517,1.47413169027404,3.70000004768372,4.37626447663099,0.373274296522141,3.99175824306823,0,0,0,3.29583692550659,0
"1442420057","JUVENILE FICTION",7079707.38739719,7079707.38739719,0,2.18706686963379,0.168762184541396,9.22,1.30833280086517,1.47413169027404,3.70000004768372,4.37626447663099,0.373274296522141,3.99323308378234,0,0,0,3.29583692550659,0
